t,E_soc_kWh,P_batt_kW,F_fr_kW,d_grid_kW,cost_e_usd,rev_fr_usd,net_cost_usd,L_kW,pi_e_per_kWh,pi_f_per_kW,alpha
0,250.0,-0.0,1000.0,8932.0,0.0,10.17,-10.17,8932.0,0.03329,0.01017,0.0
1,250.0,123.7808,876.2192,10234.959,-1.962938,4.83673,-6.799668,10300.0,0.03018,0.00552,0.067038
2,184.959,-88.3697,911.6303,9107.6272,-2.207386,5.032199,-7.239585,9182.0,0.02968,0.00552,-0.178518
3,110.5861,-0.0,1000.0,9617.2106,0.91135,5.52,-4.60865,9586.0,0.0292,0.00552,0.031211
4,141.7968,-0.0,1000.0,9748.3322,6.74643,5.52,1.22643,9518.0,0.02929,0.00552,0.230332
5,372.129,-166.1762,244.7949,8981.3915,3.05522,1.351268,1.703952,8878.0,0.02955,0.00552,-0.256479
6,475.5205,333.8238,244.7949,10234.959,-14.672364,1.725804,-16.398168,10686.0,0.03253,0.00705,-0.478838
7,24.4795,-476.7929,244.7949,9733.7649,12.921722,2.428365,10.493357,9338.0,0.03265,0.00992,-0.331004
8,420.2443,-202.4434,797.5566,10234.959,-1.710895,5.223995,-6.93489,10286.0,0.03352,0.00655,-0.317826
9,369.2033,-233.1015,766.8985,9271.4615,1.617963,5.023185,-3.405222,9224.0,0.03409,0.00655,-0.242066
10,416.6648,-166.6484,833.3516,10234.959,-4.843349,5.041777,-9.885126,10376.0,0.03434,0.00605,-0.369219
11,275.6238,-81.9585,918.0415,8729.3509,0.18375,5.554151,-5.370401,8724.0,0.03434,0.00605,-0.083447
12,280.9747,-86.6823,634.6499,9857.5603,5.295273,3.839632,1.455641,9702.0,0.03404,0.00605,0.108529
13,436.535,413.3177,586.6823,10234.959,-11.650248,3.549428,-15.199676,10592.0,0.03263,0.00605,0.095924
14,79.494,-124.4288,705.0536,9462.0006,11.445021,4.568747,6.876274,9112.0,0.0327,0.00648,0.319936
15,429.4946,370.0249,371.2421,10241.2384,-7.778082,2.246015,-10.024097,10484.0,0.03204,0.00605,0.342804
16,186.733,-129.6002,870.3998,9290.8383,7.933098,11.289086,-3.355987,9102.0,0.04201,0.01297,0.068059
17,375.5714,369.8082,630.1918,10241.4836,-14.033572,9.156686,-23.190258,10528.0,0.04898,0.01453,0.132169
18,89.055,-107.2577,890.5499,9345.6699,0.32643,9.956348,-9.629918,9338.0,0.04256,0.01118,-0.111827
19,96.7249,32.7512,967.2488,10047.0547,2.826488,7.447816,-4.621328,9974.0,0.03869,0.0077,0.109389
20,169.7796,8.0581,991.9419,9850.427,2.143743,5.45568,-3.311938,9788.0,0.03434,0.0055,0.071058
21,232.2066,-0.0,1000.0,9106.6236,0.424026,6.18,-5.755974,9094.0,0.03359,0.00618,0.012624
22,244.8302,-0.0,1000.0,10271.6632,-4.622695,6.87,-11.492695,10412.0,0.03294,0.00687,-0.140337
23,104.4933,102.9194,897.0806,8863.9385,1.437228,4.951885,-3.514657,8820.0,0.03271,0.00552,0.163706
24,148.4318,10.4408,989.5592,10281.4156,2.50362,5.650383,-3.146763,10204.0,0.03234,0.00571,0.088783
25,225.8474,-0.0,1000.0,9492.3554,-0.824085,5.27,-6.094085,9520.0,0.02981,0.00527,-0.027645
26,198.2028,-0.0,1000.0,8971.7972,-2.803691,5.27,-8.073691,9070.0,0.02855,0.00527,-0.098203
27,100.0,-0.0,1000.0,9173.4559,1.228933,5.88,-4.651067,9130.0,0.02828,0.00588,0.043456
28,143.4559,-0.0,1000.0,9886.9896,3.26314,5.45,-2.18686,9774.0,0.02888,0.00545,0.11299
29,256.4455,25.0787,974.9213,9026.0623,4.291312,5.381566,-1.090254,8880.0,0.02938,0.00552,0.175543
30,402.5079,346.5504,653.4496,10281.4156,-6.753856,6.769738,-13.523595,10480.0,0.03401,0.01036,0.226438
31,203.9234,255.5524,744.4476,9265.6318,7.879011,6.938251,0.940759,9044.0,0.03555,0.00932,0.640991
32,425.5552,469.8194,381.3512,10281.4156,-11.348689,3.359704,-14.708393,10602.0,0.0354,0.00881,0.391332
33,104.9708,-158.8216,841.1784,9402.9113,10.791732,6.073308,4.718424,9092.0,0.03471,0.00722,0.180806
34,415.8822,176.838,823.162,10281.4156,-7.193857,4.98013,-12.173987,10494.0,0.03384,0.00605,-0.043426
35,203.2977,-111.0448,888.9552,9554.5593,6.777633,5.378179,1.399454,9352.0,0.03346,0.00605,0.102946
36,405.857,406.5492,362.2547,10293.395,-9.639408,2.191641,-11.831049,10582.0,0.0334,0.00605,0.325584
37,117.252,-93.4508,906.5492,9552.0931,9.662441,5.484623,4.177818,9260.0,0.03308,0.00605,0.219119
38,409.3451,181.4088,818.5912,10307.8142,-6.645171,4.952477,-11.597648,10506.0,0.03353,0.00605,-0.020495
39,211.1592,-270.6536,729.3464,9387.1495,4.450232,4.412546,0.037686,9260.0,0.035,0.00605,-0.196757
40,338.3087,0.0,1000.0,9061.5626,-0.187171,7.0,-7.187171,9066.0,0.04218,0.007,-0.004437
41,333.8713,355.2768,644.7232,10474.0,-12.72096,10.22531,-22.94627,10726.0,0.05048,0.01586,0.160188
42,81.8713,181.2873,818.7127,9106.9047,0.687407,7.163736,-6.476329,9092.0,0.04612,0.00875,0.239635
43,96.776,32.2399,967.7601,10444.0,0.0,6.77432,-6.77432,10444.0,0.04249,0.007,0.033314
44,96.776,67.6885,932.3115,9103.224,0.121125,5.127713,-5.006588,9100.0,0.03757,0.0055,0.076061
45,100.0,-0.0,1000.0,10356.7166,2.81071,7.0,-4.18929,10274.0,0.03398,0.007,0.082717
46,182.7166,-0.0,1000.0,9154.1489,3.742861,6.05,-2.307139,9044.0,0.03398,0.00605,0.110149
47,292.8656,382.56,617.44,9818.8198,-7.567897,4.32208,-11.889976,10032.0,0.0355,0.007,0.274326
48,79.6854,203.1463,796.8537,9080.0,0.0,4.199419,-4.199419,9080.0,0.03127,0.00527,0.254936
49,79.6854,251.7714,748.2286,9175.0473,0.091876,3.681285,-3.589409,9172.0,0.03015,0.00492,0.340563
50,82.7326,172.6735,827.3265,9952.944,1.443245,2.912189,-1.468944,9902.0,0.02833,0.00352,0.270289
51,133.6767,-0.0,1000.0,9090.3233,7.262636,3.03,4.232636,8824.0,0.02727,0.00303,0.266323
52,400.0,248.6269,751.3731,10165.8075,0.164699,2.644833,-2.480134,10160.0,0.02836,0.00352,0.338626
53,405.8075,-58.0745,941.9255,9103.3377,-0.142992,6.122516,-6.265508,9108.0,0.03067,0.0065,-0.066605
54,401.1452,-11.4517,988.5483,10294.5478,-3.913409,13.493684,-17.407093,10402.0,0.03642,0.01365,-0.120281
55,293.693,-0.0,1000.0,9030.307,-8.001457,9.68,-17.681457,9224.0,0.04131,0.00968,-0.193693
56,100.0,-206.2478,793.7522,9173.3752,-0.867272,4.802201,-5.669473,9194.0,0.04205,0.00605,-0.285823
57,79.3752,-231.8014,768.1986,10712.6248,0.852009,4.647602,-3.795592,10692.0,0.04131,0.00605,-0.274898
58,100.0,-0.0,1000.0,9284.7133,4.920802,5.8,-0.879198,9162.0,0.0401,0.0058,0.122713
59,222.7133,-93.2149,906.7851,10635.9438,0.158264,5.259354,-5.101089,10632.0,0.04013,0.0058,-0.098448
60,226.6571,-0.0,1000.0,9647.1853,5.634221,5.8,-0.165779,9508.0,0.04048,0.0058,0.139185
61,365.8424,-0.0,1000.0,8992.1576,-10.931438,5.8,-16.731438,9258.0,0.04112,0.0058,-0.265842
62,100.0,-347.2298,652.7702,11142.9867,6.546544,3.786067,2.760477,10974.0,0.03874,0.0058,-0.273056
63,268.9867,-0.0,1000.0,9061.0133,-6.990979,5.8,-12.790979,9230.0,0.04137,0.0058,-0.168987
64,100.0,-0.0,1000.0,10280.2289,0.107856,10.5,-10.392144,10278.0,0.04839,0.0105,0.002229
65,102.2289,151.5586,848.4414,10032.6152,-0.97824,13.583547,-14.561787,10050.0,0.05627,0.01601,0.158142
66,84.8441,223.881,776.119,9303.6324,0.186889,9.313428,-9.126538,9300.0,0.05145,0.012,0.293143
67,88.4766,115.2342,884.7658,10835.4089,0.52595,7.361252,-6.835302,10824.0,0.0461,0.00832,0.143137
68,99.8855,1.1452,998.8548,9270.484,0.170929,5.493701,-5.322772,9266.0,0.03812,0.0055,0.005636
69,104.3695,-0.0,1000.0,10724.9814,6.669438,5.5,1.169438,10532.0,0.03456,0.0055,0.192981
70,297.3509,-0.0,1000.0,9414.6491,3.39358,6.05,-2.65642,9312.0,0.03306,0.00605,0.102649
71,400.0,-0.0,1000.0,8726.3358,-6.684257,6.75,-13.434257,8930.0,0.03282,0.00675,-0.203664
72,196.3358,-203.5426,796.4574,10415.3099,-3.8181,4.197331,-8.015431,10532.0,0.03272,0.00527,-0.402071
73,79.6457,-334.4923,665.5077,8965.1876,-0.024121,3.507226,-3.531347,8966.0,0.02969,0.00527,-0.503833
74,78.8333,-211.6669,788.3331,10262.0,0.0,2.774932,-2.774932,10262.0,0.02751,0.00352,-0.268499
75,78.8333,-398.9873,601.0127,9462.7906,7.965859,1.803038,6.162821,9166.0,0.02684,0.003,-0.170041
76,375.6239,-0.0,1000.0,10278.3761,0.661324,3.52,-2.858676,10254.0,0.02713,0.00352,0.024376
77,400.0,-70.3844,929.6156,9250.0,0.0,3.82072,-3.82072,9250.0,0.02873,0.00411,-0.075713
78,400.0,-0.0,1000.0,9206.0936,-0.801993,13.72,-14.521993,9228.0,0.03661,0.01372,-0.021906
79,378.0936,81.3083,918.6917,11292.0372,1.253453,8.828627,-7.575174,11262.0,0.04173,0.00961,0.1212
80,408.1308,-91.8692,-0.0,10081.8692,3.926488,-0.0,3.926488,9990.0,0.04274,0.00605,0.022844
81,500.0,162.9444,-0.0,11715.0556,-6.571546,-0.0,-6.571546,11878.0,0.04033,0.00605,0.117623
82,337.0556,-124.4165,-0.0,10936.4165,4.681794,-0.0,4.681794,10812.0,0.03763,0.00605,-0.057406
83,461.4722,375.5835,385.2782,11715.0556,-15.932314,2.330933,-18.263247,12138.0,0.03767,0.00605,-0.122926
84,38.5278,-456.8237,385.2782,11146.9465,14.709957,2.330933,12.379024,10758.0,0.03782,0.00605,-0.176177
85,427.4743,-274.7433,725.2567,11068.1091,-0.453756,4.387803,-4.841559,11080.0,0.03816,0.00605,-0.395218
86,415.5834,-155.8344,844.1656,11810.0514,-0.149573,5.107202,-5.256775,11814.0,0.03788,0.00605,-0.189279
87,411.6348,-116.3484,883.6516,10303.6523,-4.014909,5.346092,-9.361002,10404.0,0.04001,0.00605,-0.245228
88,311.2872,-0.0,1000.0,11746.8277,-8.30856,7.32,-15.62856,11928.0,0.04586,0.00732,-0.181172
89,130.1149,-0.0,1000.0,9807.8851,-1.726188,16.0,-17.726188,9838.0,0.05732,0.016,-0.030115
90,100.0,77.5387,922.4613,11216.2461,-0.383584,10.082502,-10.466086,11224.0,0.04947,0.01093,0.075651
91,92.2461,162.3848,837.6152,9417.7539,0.339774,5.067572,-4.727797,9410.0,0.04382,0.00605,0.203123
92,100.0,-0.0,1000.0,10772.6752,5.122469,5.72,-0.597531,10642.0,0.0392,0.00572,0.130675
93,230.6752,-0.0,1000.0,9372.8808,0.181419,5.42,-5.238581,9368.0,0.03717,0.00542,0.004881
94,235.556,-0.0,1000.0,10438.1226,-0.485015,5.8,-6.285015,10452.0,0.03495,0.0058,-0.013877
95,221.6786,-175.4449,824.5551,9058.7769,-4.787883,4.056811,-8.844694,9198.0,0.03439,0.00492,-0.381622
96,82.4555,-364.9727,635.0273,9245.0472,-0.551526,3.187837,-3.739363,9264.0,0.0291,0.00502,-0.604581
97,63.5027,-423.3975,576.6025,10098.1575,-0.152606,2.098833,-2.251439,10104.0,0.02612,0.00364,-0.74443
98,57.6602,-648.6871,351.3129,9269.4652,9.390385,1.053939,8.336446,8894.0,0.02501,0.003,-0.777717
99,433.1254,-331.2545,668.7455,10408.0,0.0,2.006237,-2.006237,10408.0,0.025,0.003,-0.495337
100,433.1254,-362.7775,637.2225,8877.1094,-0.022631,1.911668,-1.934299,8878.0,0.02541,0.003,-0.570708
101,432.2348,-322.348,677.652,10283.9141,-0.649839,3.062987,-3.712826,10308.0,0.02698,0.00452,-0.511227
102,408.1489,-81.4886,918.5114,9865.8511,-0.258319,8.330898,-8.589217,9874.0,0.0317,0.00907,-0.09759
103,400.0,-0.0,1000.0,9704.4295,-5.458055,12.31,-17.768055,9856.0,0.03601,0.01231,-0.151571
104,248.4295,-114.9613,885.0387,11715.9525,5.863196,5.354484,0.508712,11558.0,0.03712,0.00605,0.048576
105,406.382,-63.8195,936.1805,10589.6385,-3.61499,5.766872,-9.381862,10684.0,0.03831,0.00616,-0.168964
106,312.0204,-216.9896,403.368,10845.6428,5.334334,2.440377,2.893957,10698.0,0.03613,0.00605,-0.171919
107,459.6632,283.0104,403.368,11984.6736,-15.238321,2.440377,-17.678698,12404.0,0.03634,0.00605,-0.337944
108,40.3368,-491.9863,403.368,11107.6632,12.947875,2.440377,10.507498,10748.0,0.036,0.00605,-0.328046
109,400.0,-0.0,1000.0,12180.8336,-2.214836,6.05,-8.264836,12242.0,0.03621,0.00605,-0.061166
110,338.8336,-353.9404,646.0596,10838.7931,2.846794,3.908661,-1.061867,10760.0,0.03613,0.00605,-0.425885
111,417.6267,-176.2666,823.7334,10969.8815,-0.293647,4.983587,-5.277234,10978.0,0.03617,0.00605,-0.223841
112,409.5081,-95.0813,904.9187,11420.4919,-0.407803,5.56525,-5.973054,11430.0,0.04289,0.00615,-0.115579
113,400.0,-0.0,1000.0,9698.6029,-11.274211,16.0,-27.274211,9916.0,0.05186,0.016,-0.217397
114,182.6029,-252.0759,747.9241,11108.1895,-4.902145,6.559294,-11.461439,11216.0,0.04547,0.00877,-0.481181
115,74.7924,-256.2077,743.7923,9727.5868,-0.015816,4.373499,-4.389315,9728.0,0.03828,0.00588,-0.345017
116,74.3792,-277.6883,722.3117,10384.6401,0.242697,3.972714,-3.730018,10378.0,0.03655,0.0055,-0.375251
117,81.0194,-189.8065,810.1935,9215.2598,0.112822,4.456064,-4.343242,9212.0,0.03461,0.0055,-0.23025
118,84.2792,-157.2084,842.7916,10555.7208,0.504482,4.955614,-4.451133,10540.0,0.03209,0.00588,-0.16788
119,100.0,-0.0,1000.0,9114.4816,7.043578,4.92,2.123578,8888.0,0.0311,0.00492,0.226482
120,326.4816,127.9155,872.0845,10454.2954,-0.850565,4.595885,-5.44645,10480.0,0.03309,0.00527,0.117203
121,300.777,-0.0,1000.0,8714.7328,-4.32529,4.0,-8.32529,8852.0,0.03151,0.004,-0.137267
122,163.5098,-0.0,1000.0,10250.4902,-1.907199,3.0,-4.907199,10314.0,0.03003,0.003,-0.06351
123,100.0,-0.0,1000.0,8810.7669,0.022893,3.0,-2.977107,8810.0,0.02985,0.003,0.000767
124,100.7669,0.2596,999.7404,10513.259,8.938867,3.019216,5.919651,10214.0,0.02987,0.00302,0.299596
125,400.026,270.7782,729.2218,9063.0519,0.876751,4.375331,-3.49858,9036.0,0.03241,0.006,0.408422
126,427.0778,277.4098,722.5902,10842.6632,0.025591,7.948492,-7.922901,10842.0,0.03859,0.011,0.384828
127,427.741,435.9085,564.0915,10056.4963,-4.30708,6.374234,-10.681315,10148.0,0.04707,0.0113,0.610548
128,336.2373,102.3001,897.6999,10271.9928,3.749213,11.759869,-8.010655,10198.0,0.05067,0.0131,0.196383
129,410.23,102.3001,897.6999,12301.5725,-4.683485,9.237332,-13.920817,12398.0,0.04857,0.01029,0.006542
130,313.8025,-250.2972,647.8623,10395.4113,5.811958,5.863154,-0.051196,10274.0,0.04787,0.00905,-0.19894
131,435.2138,218.2036,647.8623,12301.5725,-17.565674,5.863154,-23.428828,12672.0,0.04742,0.00905,-0.234963
132,64.7862,-419.4778,229.3679,11209.5891,14.203947,1.961096,12.242851,10900.0,0.04588,0.00855,-0.479094
133,374.3753,80.5222,919.4778,12301.5725,-12.618862,5.930632,-18.549494,12584.0,0.04468,0.00645,-0.219587
134,91.9478,-451.1174,548.8826,11041.8875,15.061666,3.908044,11.153622,10708.0,0.04511,0.00712,-0.213579
135,425.8353,-258.353,741.647,12301.5725,-4.748214,4.91712,-9.665334,12402.0,0.04728,0.00663,-0.483762
